,PUBCHEM_SUBSTANCE_ID,PUBCHEM_EXT_DATASOURCE_REGID,smiles,smiles2
139,354335688,D3350,OB(O)c1ccc(F)c(F)c1,OB(O)c1ccc(F)c(F)c1
140,354335687,T3681,CCOC(=O)/C=C(/C)[O-].CCOC(=O)/C=C(/C)[O-].CCOC(=O)/C=C(/C)[O-].[Al+3],CCOC(=O)/C=C(/C)[O-]
141,354335686,T3574,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
142,354335685,O0498,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1
143,354335684,G0325,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
144,354335683,A2793,CC(=O)Nc1ccc(CC(=O)O)cc1,CC(=O)Nc1ccc(CC(=O)O)cc1
145,354335682,A3210,C=CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C=CCn1cc[n+](C)c1
146,354335681,C3391,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1
147,354335680,N1099,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1ncn2C,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1ncn2C
148,354335679,B5390,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)ON1C(=O)CCC1=O)C(=O)OC(C)(C)C,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)ON1C(=O)CCC1=O)C(=O)OC(C)(C)C
149,354335678,B5290,O=c1[nH]c2ccc(Br)cc2o1,O=c1[nH]c2ccc(Br)cc2o1
150,354335677,B5320,CCCCCCC(CCCC)COc1ccc(-c2ccc(-c3ccc(-c4ccc(OCC(CCCC)CCCCCC)cc4)cc3)cc2)cc1,CCCCCCC(CCCC)COc1ccc(-c2ccc(-c3ccc(-c4ccc(OCC(CCCC)CCCCCC)cc4)cc3)cc2)cc1
151,354335676,A2876,Nc1cncc(Cl)c1,Nc1cncc(Cl)c1
152,354335675,B5336,Cc1nc(Br)sc1C(=O)O,Cc1nc(Br)sc1C(=O)O
153,354335674,H1570,Cc1ccc2c(O)cc(=O)oc2c1,Cc1ccc2c(O)cc(=O)oc2c1
154,354335673,C3456,Cc1cc(C)c(C(=O)[O-])c(C)c1.Cc1cc(C)c(C(=O)[O-])c(C)c1.Cc1ccc(C(C)C)cc1.[Ru+2],Cc1ccc(C(C)C)cc1
155,354335672,D5288,Brc1cc2c(cc(Br)c3nsnc32)c2nsnc12,Brc1cc2c(cc(Br)c3nsnc32)c2nsnc12
156,354335671,D5493,Brc1ccc(I)cc1Br,Brc1ccc(I)cc1Br
157,354335670,T3682,CCCCC(CC)C[O-].CCCCC(CC)C[O-].CCCCC(CC)C[O-].CCCCC(CC)C[O-].[Ti+4],CCCCC(CC)C[O-]
158,354335669,P2413,FC(F)(F)c1cccc([I+]c2ccccc2)c1.O=S(=O)([O-])C(F)(F)F,FC(F)(F)c1cccc([I+]c2ccccc2)c1
159,354335668,M2899,COC(=O)c1cc(F)ccc1N,COC(=O)c1cc(F)ccc1N
160,354335667,M2853,COc1ccc(B(O)O)c(C(F)(F)F)c1,COc1ccc(B(O)O)c(C(F)(F)F)c1
161,354335666,I0938,Ic1nc2ccccc2s1,Ic1nc2ccccc2s1
162,354335665,C3335,ClCc1nc2ccccc2s1,ClCc1nc2ccccc2s1
163,354335664,C3334,Cc1cc([N+](=O)[O-])c(Cl)cc1F,Cc1cc([N+](=O)[O-])c(Cl)cc1F
164,354335663,C3255,O=C(OCc1ccccc1)N1C[C@H](O)C[C@H]1CO,O=C(OCc1ccccc1)N1C[C@H](O)C[C@H]1CO
165,354335662,B5840,CC(O)COC(C)(C)C,CC(O)COC(C)(C)C
166,354335661,B5515,Brc1ccc2ocnc2c1,Brc1ccc2ocnc2c1
167,354335660,B5378,N#CCCC(=O)c1ccccc1,N#CCCC(=O)c1ccccc1
168,354335659,B5252,COc1cc(C(=O)O)cc(Br)c1OC,COc1cc(C(=O)O)cc(Br)c1OC
169,354335658,D5497,CC(C)(C)c1cc(/C=C/c2ccc(-c3cc(-c4ccc(/C=C/c5cc(C(C)(C)C)[o+]c(C(C)(C)C)c5)cc4)cc(-c4ccc(/C=C/c5cc(C(C)(C)C)[o+]c(C(C)(C)C)c5)cc4)c3)cc2)cc(C(C)(C)C)[o+]1.F[B-](F)(F)F.F[B-](F)(F)F.F[B-](F)(F)F,CC(C)(C)c1cc(/C=C/c2ccc(-c3cc(-c4ccc(/C=C/c5cc(C(C)(C)C)[o+]c(C(C)(C)C)c5)cc4)cc(-c4ccc(/C=C/c5cc(C(C)(C)C)[o+]c(C(C)(C)C)c5)cc4)c3)cc2)cc(C(C)(C)C)[o+]1
170,354335657,F1165,CC(C)[C@@H](C(=O)O)N(C)C(=O)OCC1c2ccccc2-c2ccccc21,CC(C)[C@@H](C(=O)O)N(C)C(=O)OCC1c2ccccc2-c2ccccc21
171,354335656,P2512,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3ccccc3-4)n2)cc1,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3ccccc3-4)n2)cc1
172,354335655,B5428,C[S+](Cc1ccccc1)c1ccc(O)cc1.F[Sb-](F)(F)(F)(F)F,C[S+](Cc1ccccc1)c1ccc(O)cc1
173,354335654,T3433,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc6c(c5)C5(c7ccccc7-c7ccccc75)c5ccccc5-6)ccc3-4)cc21,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc6c(c5)C5(c7ccccc7-c7ccccc75)c5ccccc5-6)ccc3-4)cc21
174,354335653,D5496,Brc1cc2c(cc(Br)c3nonc32)c2nonc12,Brc1cc2c(cc(Br)c3nonc32)c2nonc12
175,354335652,F1078,O=Cc1cccc(B(O)O)c1F,O=Cc1cccc(B(O)O)c1F
176,354335651,M2854,COC(=O)c1ccc(B(O)O)c([N+](=O)[O-])c1,COC(=O)c1ccc(B(O)O)c([N+](=O)[O-])c1
177,354335650,P2625,O=C(Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc2c(c1)C(=O)OC2=O,O=C(Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc2c(c1)C(=O)OC2=O
178,354335649,H1538,Cl.O[C@H]1CCCNC1,O[C@H]1CCCNC1
179,354335648,H1537,Cl.O[C@@H]1CCCNC1,O[C@@H]1CCCNC1
180,354335647,F1187,CC1=C2C(=O)O[C@@H](c3ccoc3)[C@]2(C)CCC1,CC1=C2C(=O)O[C@@H](c3ccoc3)[C@]2(C)CCC1
181,354335646,I1084,CC(O)COC(C)C,CC(O)COC(C)C
182,354335645,B5239,CC1(C)c2cccc(P(C3CCCCC3)C3CCCCC3)c2Oc2c(P(C3CCCCC3)C3CCCCC3)cccc21,CC1(C)c2cccc(P(C3CCCCC3)C3CCCCC3)c2Oc2c(P(C3CCCCC3)C3CCCCC3)cccc21
183,354335644,N1104,CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])c1ccnc(-c2cc(C(=O)O)cc(-c3cc(C(=O)[O-])ccn3)n2)c1.[N-]=C=S.[N-]=C=S.[N-]=C=S.[Ru+2],CCCC[N+](CCCC)(CCCC)CCCC
184,354335643,H1483,Cc1cnc(O)c([N+](=O)[O-])c1,Cc1cnc(O)c([N+](=O)[O-])c1
185,354335642,C3533,CC(O)CCl,CC(O)CCl
186,354335641,M3065,COc1ccc(Nc2cccc(OC)c2)cc1,COc1ccc(Nc2cccc(OC)c2)cc1
187,354335640,T3435,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1
188,354335639,K0055,COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)CC=Cc2ccc(Cl)cc2)cc1,COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)CC=Cc2ccc(Cl)cc2)cc1
189,354335638,B5030,Brc1ccc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)cc1,Brc1ccc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)cc1
190,354335637,M3022,Cc1cc(=O)oc2cc(O[C@@H]3OC(CO)[C@@H](O)C(O)[C@@H]3O)ccc12,Cc1cc(=O)oc2cc(O[C@@H]3OC(CO)[C@@H](O)C(O)[C@@H]3O)ccc12
191,354335636,C3481,O=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1,O=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1
192,354335635,H1628,Oc1ccc(-c2cc3ccc(O)cc3s2)cc1,Oc1ccc(-c2cc3ccc(O)cc3s2)cc1
193,354335634,D5514,CC(C)(C#N)C#N,CC(C)(C#N)C#N
194,354335633,D5379,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1
195,354335632,E1302,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
196,354335631,P2514,O=C1c2ccccc2C(=O)N1C[B-](F)(F)F.[K+],O=C1c2ccccc2C(=O)N1C[B-](F)(F)F
197,354335630,B5497,OC1CCCCC1C1CCCCC1O,OC1CCCCC1C1CCCCC1O
198,354335629,D5461,O=C(NN=Cc1ccc(O)c(O)c1)c1cc2ccccc2cc1O,O=C(NN=Cc1ccc(O)c(O)c1)c1cc2ccccc2cc1O
199,354335628,B5404,O=Cc1cnn(Cc2ccccc2)c1,O=Cc1cnn(Cc2ccccc2)c1
200,354335627,P2528,O=P(O)(O)Cc1ccncc1,O=P(O)(O)Cc1ccncc1
201,354335626,T3440,C=C(C)C(=O)OCCOCCOCCOCC,C=C(C)C(=O)OCCOCCOCCOCC
202,354335625,B5261,C=C(C)C(=O)OCCBr,C=C(C)C(=O)OCCBr
203,354335624,A3112,I.NCCC(=O)O,NCCC(=O)O
204,354335623,C3320,COC(=O)c1cc(B(O)O)ccc1Cl,COC(=O)c1cc(B(O)O)ccc1Cl
205,354335622,N1115,CCCCCCC#CCO,CCCCCCC#CCO
206,354335621,M2910,COC(=O)c1ncc(Br)cn1,COC(=O)c1ncc(Br)cn1
207,354335620,E1209,CCOC(=O)c1ccc(F)c(B(O)O)c1,CCOC(=O)c1ccc(F)c(B(O)O)c1
208,354335619,B5729,CC(C)(C)P(=O)(Cl)Cl,CC(C)(C)P(=O)(Cl)Cl
209,354335618,B5715,CC[Si](CC)(CC)O[C@H]1C(=O)N(C(=O)OC(C)(C)C)[C@H]1c1ccccc1,CC[Si](CC)(CC)O[C@H]1C(=O)N(C(=O)OC(C)(C)C)[C@H]1c1ccccc1
210,354335617,B5353,CC(C)(C)OC(=O)CO,CC(C)(C)OC(=O)CO
211,354335616,A3227,O=C(O)CN(CC(=O)O)Cc1cc2c(c(O)c1O)C(=O)c1ccccc1C2=O,O=C(O)CN(CC(=O)O)Cc1cc2c(c(O)c1O)C(=O)c1ccccc1C2=O
212,354335615,T3494,C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C
213,354335614,O0509,C1CC2(CCN1)COC2.C1CC2(CCN1)COC2.O=C(O)C(=O)O,C1CC2(CCN1)COC2
214,354335613,M3079,O=C(CCN1C(=O)C=CC1=O)NCCOCCOCCC(=O)ON1C(=O)CCC1=O,O=C(CCN1C(=O)C=CC1=O)NCCOCCOCCC(=O)ON1C(=O)CCC1=O
215,354335612,D5373,CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCCCn1cc[n+](C)c1
216,354335611,D5327,CC(=O)NC(CNc1ccccc1C(N)=O)C(O)C(OC1OC(CO)C(O)C(O)C1NC(C)=O)C(O)CO,CC(=O)NC(CNc1ccccc1C(N)=O)C(O)C(OC1OC(CO)C(O)C(O)C1NC(C)=O)C(O)CO
217,354335610,B5699,O=C1C=CC(=O)N1CCSSCCN1C(=O)C=CC1=O,O=C1C=CC(=O)N1CCSSCCN1C(=O)C=CC1=O
218,354335609,B5570,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,CCCC[n+]1ccc(C)cc1
219,354335608,B5564,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)ON1C(=O)CCC1=O,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)ON1C(=O)CCC1=O
220,354335607,V0148,Cc1c([C@H](C)[C@@H]2NC[C@@H](C)C[C@H]2O)ccc2c1C[C@H]1[C@H]2CC=C2C[C@@H](O)CC[C@@]21C,Cc1c([C@H](C)[C@@H]2NC[C@@H](C)C[C@H]2O)ccc2c1C[C@H]1[C@H]2CC=C2C[C@@H](O)CC[C@@]21C
221,354335606,O0502,C[Si](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)C,C[Si](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)C
222,354335605,L0330,CC(=O)[O-].CC(=O)[O-].[Pb+2],CC(=O)[O-]
223,354335604,L0315,CC(=O)[O-].CC(=O)[O-].[Pb+2],CC(=O)[O-]
225,354335602,H1647,CCCCCCn1c2ccccc2c2ccc(B3OC(C)(C)C(C)(C)O3)cc21,CCCCCCn1c2ccccc2c2ccc(B3OC(C)(C)C(C)(C)O3)cc21
226,354335601,F1118,O=Cc1c[nH]nc1-c1ccc(F)cc1,O=Cc1c[nH]nc1-c1ccc(F)cc1
227,354335600,D5450,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1
228,354335599,D5408,CC1(C)c2ccccc2-c2c(B3OC(C)(C)C(C)(C)O3)cccc21,CC1(C)c2ccccc2-c2c(B3OC(C)(C)C(C)(C)O3)cccc21
229,354335598,C3417,N#C[S-].[Cu+],N#C[S-]
230,354335597,B5637,Fc1ccc(N(c2ccc(Br)cc2)c2ccc(Br)cc2)cc1,Fc1ccc(N(c2ccc(Br)cc2)c2ccc(Br)cc2)cc1
231,354335596,T3640,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O.Cl,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O
232,354335595,A3048,Nc1cc(Br)cnc1Br,Nc1cc(Br)cnc1Br
233,354335594,I1065,COc1cc(O)c(CC=C(C)C)c2c1C(=O)C[C@@H](c1ccc(O)cc1)O2,COc1cc(O)c(CC=C(C)C)c2c1C(=O)C[C@@H](c1ccc(O)cc1)O2
234,354335593,D5175,O=c1cc(O)c2ccc(O)cc2o1,O=c1cc(O)c2ccc(O)cc2o1
235,354335592,D5174,Oc1ccc(Br)nc1Br,Oc1ccc(Br)nc1Br
236,354335591,Z0037,[Zn+2].c1ccc2c(c1)-c1nc-2nc2[n-]c(nc3nc(nc4[n-]c(n1)c1ccccc41)-c1ccccc1-3)c1ccccc21,c1ccc2c(c1)-c1nc-2nc2[n-]c(nc3nc(nc4[n-]c(n1)c1ccccc41)-c1ccccc1-3)c1ccccc21
237,354335590,H1661,O=c1cc(O)cc(/C=C/c2ccc(O)c(O)c2)o1,O=c1cc(O)cc(/C=C/c2ccc(O)c(O)c2)o1
238,354335589,D5476,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1
239,354335588,M2944,Cc1cccc(C(F)(F)F)c1,Cc1cccc(C(F)(F)F)c1
240,354335587,P2424,C=COCCC,C=COCCC
241,354335586,R0206,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
242,354335585,P2607,CCCOc1ccccc1,CCCOc1ccccc1
243,354335584,O0507,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
244,354335583,N1122,CC(C)=CCc1cc(-c2coc3cc(O)ccc3c2=O)ccc1O,CC(C)=CCc1cc(-c2coc3cc(O)ccc3c2=O)ccc1O
245,354335582,N1120,CCOC(=O)CNC(=O)[C@@H]1CCCN1C(=O)Cc1ccccc1,CCOC(=O)CNC(=O)[C@@H]1CCCN1C(=O)Cc1ccccc1
246,354335581,I1074,CC(C)c1ccc(CN)cc1,CC(C)c1ccc(CN)cc1
248,354335579,D5344,O=c1c2ccccc2oc2cc(O)cc(O)c12,O=c1c2ccccc2oc2cc(O)cc(O)c12
249,354335578,D5164,NCc1cccc(OC(F)F)c1,NCc1cccc(OC(F)F)c1
250,354335577,C3317,Fc1ccc(Cl)cc1C(F)(F)F,Fc1ccc(Cl)cc1C(F)(F)F
251,354335576,B5848,Clc1cc(Br)cn2ccnc12,Clc1cc(Br)cn2ccnc12
252,354335575,B5291,OCc1cc(Br)ccn1,OCc1cc(Br)ccn1
253,354335574,A3199,C=CC(=O)Nc1cccc(B(O)O)c1,C=CC(=O)Nc1cccc(B(O)O)c1
254,354335573,A3163,CC(=O)OCCOCOC(C)=O,CC(=O)OCCOCOC(C)=O
255,354335572,C3479,C/C=C(/C)C(=O)OC(C)(C)[C@@H]1Cc2c(ccc3ccc(=O)oc23)O1,C/C=C(/C)C(=O)OC(C)(C)[C@@H]1Cc2c(ccc3ccc(=O)oc23)O1
256,354335571,B5668,O=C1C=CC(=O)N1CCOCCOCCOCCN1C(=O)C=CC1=O,O=C1C=CC(=O)N1CCOCCOCCOCCN1C(=O)C=CC1=O
257,354335570,B5667,O=C1C=CC(=O)N1CCOCCOCCN1C(=O)C=CC1=O,O=C1C=CC(=O)N1CCOCCOCCN1C(=O)C=CC1=O
258,354335569,C3474,COc1cc(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC.O=C(O)/C=C\C(=O)O,COc1cc(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC
259,354335568,B5467,OC[C@H]1[C@H]2CCC#CCC[C@@H]12,OC[C@H]1[C@H]2CCC#CCC[C@@H]12
260,354335567,B5437,Brc1ccccc1-c1ccc2c3ccccc3n(-c3ccccc3)c2c1,Brc1ccccc1-c1ccc2c3ccccc3n(-c3ccccc3)c2c1
261,354335566,P2617,OC(c1ccccc1)(c1ccccc1)c1cc2ccccc2c2c1CN(c1ccncc1)Cc1c(C(O)(c3ccccc3)c3ccccc3)cc3ccccc3c1-2,OC(c1ccccc1)(c1ccccc1)c1cc2ccccc2c2c1CN(c1ccncc1)Cc1c(C(O)(c3ccccc3)c3ccccc3)cc3ccccc3c1-2
262,354335565,T3683,C[Si](N=C=O)(N=C=O)N=C=O,C[Si](N=C=O)(N=C=O)N=C=O
263,354335564,B5032,CC(C)(C)OC(=O)N1CC2(CNC2)C1,CC(C)(C)OC(=O)N1CC2(CNC2)C1
264,354335563,A3113,I.NCCCC(=O)O,NCCCC(=O)O
265,354335562,B5490,CCCCC(CC)COc1c2cc([Sn](C)(C)C)sc2c(OCC(CC)CCCC)c2cc([Sn](C)(C)C)sc12,CCCCC(CC)COc1c2cc([Sn](C)(C)C)sc2c(OCC(CC)CCCC)c2cc([Sn](C)(C)C)sc12
266,354335561,B5785,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C
267,354335560,M3048,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN
268,354335559,D4986,Brc1ccc2c(-c3ccccc3)c3cc(Br)ccc3c(-c3ccccc3)c2c1,Brc1ccc2c(-c3ccccc3)c3cc(Br)ccc3c(-c3ccccc3)c2c1
269,354335558,A3190,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
270,354335557,B5760,Brc1ccccc1-c1ccc(-c2ccccc2)cc1,Brc1ccccc1-c1ccc(-c2ccccc2)cc1
271,354335556,B5770,CC1(C)OB(c2c3ccccc3c(-c3ccc(-c4ccccc4)cc3)c3ccccc23)OC1(C)C,CC1(C)OB(c2c3ccccc3c(-c3ccc(-c4ccccc4)cc3)c3ccccc23)OC1(C)C
272,354335555,P2527,O=P(O)(O)Cc1cccnc1,O=P(O)(O)Cc1cccnc1
273,354335554,B5108,Brc1cccc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c1,Brc1cccc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c1
274,354335553,B4978,c1ccc2c(c1)-c1ccccc1C2(c1ccc(N(c2ccc3ccccc3c2)c2ccc3ccccc3c2)cc1)c1ccc(N(c2ccc3ccccc3c2)c2ccc3ccccc3c2)cc1,c1ccc2c(c1)-c1ccccc1C2(c1ccc(N(c2ccc3ccccc3c2)c2ccc3ccccc3c2)cc1)c1ccc(N(c2ccc3ccccc3c2)c2ccc3ccccc3c2)cc1
275,354335552,D4642,Cc1ccc(C2(c3ccc(C)cc3)c3ccccc3-c3ccc(B(O)O)cc32)cc1,Cc1ccc(C2(c3ccc(C)cc3)c3ccccc3-c3ccc(B(O)O)cc32)cc1
276,354335551,B4573,Brc1ccc2c(-c3cccc4ccccc34)c3ccccc3c(-c3cccc4ccccc34)c2c1,Brc1ccc2c(-c3cccc4ccccc34)c3ccccc3c(-c3cccc4ccccc34)c2c1
277,354335550,D5177,c1ccc(N(c2ccc(-c3ccc(N(c4ccccc4)c4cc5ccccc5c5ccccc45)cc3)cc2)c2cc3ccccc3c3ccccc23)cc1,c1ccc(N(c2ccc(-c3ccc(N(c4ccccc4)c4cc5ccccc5c5ccccc45)cc3)cc2)c2cc3ccccc3c3ccccc23)cc1
278,354335549,D5447,OCC1COc2cscc2O1,OCC1COc2cscc2O1
279,354335548,T3665,CC1(C)OB(c2c3ccccc3c(-c3ccccc3)c3ccccc23)OC1(C)C,CC1(C)OB(c2c3ccccc3c(-c3ccccc3)c3ccccc23)OC1(C)C
280,354335547,C3500,CC1(C)OB(c2ccc(Cl)cc2)OC1(C)C,CC1(C)OB(c2ccc(Cl)cc2)OC1(C)C
281,354335546,C3503,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
282,354335545,A3197,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O.Cl,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O
283,354335544,M3107,O=[N+]([O-])c1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,O=[N+]([O-])c1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
284,354335543,M3101,COC(=O)c1cc(F)ccc1Br,COC(=O)c1cc(F)ccc1Br
285,354335542,M2867,Cc1cc(B2OC(C)(C)C(C)(C)O2)ccn1,Cc1cc(B2OC(C)(C)C(C)(C)O2)ccn1
286,354335541,A3224,NC1CCCCC1.[N-]=[N+]=NCCOCCOCC(=O)O,[N-]=[N+]=NCCOCCOCC(=O)O
287,354335540,B5763,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccc(C)cc1
288,354335539,D4981,CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4ccccc43)cc21,CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4ccccc43)cc21
289,354335538,B5734,NS(=O)(=O)c1cccc(Br)c1,NS(=O)(=O)c1cccc(Br)c1
290,354335537,A3172,C=CCN1CCNCC1,C=CCN1CCNCC1
291,354335536,T3635,CC(C)(C)CC(C)(C)c1ccc([O-])c(Sc2cc(C(C)(C)CC(C)(C)C)ccc2[O-])c1.CCCCN.[Ni+2],CC(C)(C)CC(C)(C)c1ccc([O-])c(Sc2cc(C(C)(C)CC(C)(C)C)ccc2[O-])c1
292,354335535,R0200,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C=C(NC(=O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C=C(NC(=O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
293,354335534,A3007,[N-]=[N+]=NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,[N-]=[N+]=NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN
294,354335533,E1326,CCOC(=O)C(=O)CC(=O)C(C)(C)C,CCOC(=O)C(=O)CC(=O)C(C)(C)C
295,354335532,N1106,c1ccc(C2(c3ccccc3)c3ccccc3-c3ccc(Nc4cccc5ccccc45)cc32)cc1,c1ccc(C2(c3ccccc3)c3ccccc3-c3ccc(Nc4cccc5ccccc45)cc32)cc1
